g567_evaluation_uid,g567_dataset_row_id,split,map,map_family,agents,budget_ms,contexts,candidates,safe_candidates,primary_safe_AB_candidates,pareto_safe_AB_candidates,joint_positive_AB_candidates,joint_positive_ABC_candidates,harmful_candidates,both_fail_uninformative_candidates,single_run_boundary_uncertain_candidates,primary_training_candidates,contexts_with_zero_primary_training_candidates,contexts_with_only_anchor_like_target,mean_primary_training_candidates_per_context,median_primary_training_candidates_per_context
e42c06e15ef9ca3b69a6e0b9226cbef926929f3feb220058af4dacf97e41c5bd,g567_gate3b_label_train_00021,LABEL_TRAIN,random_64_64_20,random,12,30000,1,21,21,21,4,0,0,0,0,0,4,0,0,4,4
e44d2ca721df9a0bc046a6e8ca06121c174dc1111f7b39097f7c92e96a2c4cf9,g567_gate3b_label_train_00061,LABEL_TRAIN,random_64_64_20,random,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
e45bf7258ac239d86b72505f224374c80960acdcaf5974b59cb9cd7493b5fdf4,g567_gate3b_label_train_01785,LABEL_TRAIN,room_32_32_4,room,8,30000,1,21,21,21,5,0,0,0,0,0,5,0,0,5,5
e47205faabc04c332780f76844d3ce2b5939393cb2b9c62b2b9852cfde522291,g567_gate3b_label_train_01723,LABEL_TRAIN,g567-room-64x48-b-v1,room,512,30000,1,21,21,21,1,0,0,1,0,0,1,0,1,1,1
e49c4d064b519454448ba5ebbe59aed6ec1b1049cc06c971c115158b06c08f16,g567_gate3b_label_train_00874,LABEL_TRAIN,g567-large-empty-128x128-a-v2,large_empty,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
e4a3abbe6cd75dcc6ae9264154099e1244d5650bb2ebbef02073953436af1147,g567_gate3b_label_train_01920,LABEL_TRAIN,g567-large-maze-128x128-a-v2,large_maze,1000,40000,1,21,21,21,1,13,0,0,0,0,1,0,1,1,1
e4a5214e3fe3e5ec22a6cbbbbc460af7f0655ac2afebae80504f15d8173131a1,g567_gate3b_label_train_00777,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,16,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
e4b5e3d443f514d9d1f46aefabacb12f5418ddc920665e7cf8db499b1f26e5c0,g567_gate3b_label_train_00403,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,192,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
e4d3997c04ac22fbb8d4b22b04358303aa099b18cdf3141df8aad55ca4d503e5,g567_gate3b_label_train_00924,LABEL_TRAIN,g567-large-empty-128x128-a-v1,large_empty,2500,40000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
e4f61f4dc9e67e038ffef3ab0ca39631dfa362c732cb4ec8b3adc3631b16ec8d,g567_gate3b_label_train_00837,LABEL_TRAIN,g567-large-empty-128x128-a-v2,large_empty,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
e54ad2f8396a405341a18e973e881a7ac0d903624003bcbc1d733cff8d3b4e54,g567_gate3b_calibration_00496,CALIBRATION,g567-connector-48x48-a-v2,connector,256,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
e55fbb7805220b07cedece0a2090604fb01656a305e84a52012cb0a6eacc372b,g567_gate3b_label_train_00700,LABEL_TRAIN,g567-large-room-128x128-a-v0,large_room,3000,60000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
e5659198084c68a19e3eb48782371e96eaba4590a361bd69eb825535b9b70b43,g567_gate3b_label_train_00090,LABEL_TRAIN,sortation_small,public_other,384,30000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
e5742612964b8fabf496d07a1747f555a4a52cc2fa8a19b5c119b55ec3c7e8b9,g567_gate3b_label_train_01878,LABEL_TRAIN,room_32_32_4,room,256,30000,1,21,21,21,1,0,0,19,0,0,1,0,1,1,1
e5b66a8d53addc69e73b8148838e95d670a61d64e671fd471343da13ca8f8774,g567_gate3b_calibration_00074,CALIBRATION,ht_chantry,game,2000,40000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
e5bc4e2c8c614aa90f807ee1e928ffe10ade2b575a3090c4058ba964673f4490,g567_gate3b_label_train_01013,LABEL_TRAIN,g567-large-empty-128x128-a-v0,large_empty,3000,60000,1,21,21,21,1,0,0,3,0,0,1,0,1,1,1
e5f38d65653ea0aa95a686af43bed0416047bb079922f79fbaf06810520bb217,g567_gate3b_calibration_00359,CALIBRATION,maze_128_128_1,maze,2000,40000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
e5f572130502ea7ecb387f02ba2840eabe315bb0f1310103261b1cc3b118b2e7,g567_gate3b_label_train_01720,LABEL_TRAIN,g567-room-64x48-b-v2,room,512,30000,1,21,21,21,1,0,0,4,0,0,1,0,1,1,1
e5fd0399d82f4b50b8487b9f01bcafb3a22f980b46a58f6b150cfd06ade52d6c,g567_gate3b_label_train_01440,LABEL_TRAIN,maze_128_128_2,maze,512,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
e61afe44a5703e8f52037f009a63dd0391537ee9991a9e4cf940523e0f6c8690,g567_gate3b_label_train_00447,LABEL_TRAIN,room_64_64_8,room,8,30000,1,21,21,21,15,0,0,0,0,0,15,0,0,15,15
e64ab827d72183368809b78daff5ae8dd96d9078b7d9b6d05ae07309e33e7a2a,g567_gate3b_label_train_01531,LABEL_TRAIN,g567-large-maze-192x128-a-v0,large_maze,2500,40000,1,21,21,21,1,0,0,19,0,0,1,0,1,1,1
e64c64d5b1c95986661aab5bc0d5cccc9b6f57b2a8c1dcf63baa2fcaa5240470,g567_gate3b_label_train_00703,LABEL_TRAIN,g567-large-room-128x128-a-v2,large_room,3000,60000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
e65c2d19bbf89b6ec8090a40aad61efd524a797ccf287a846dde71250d3a3720,g567_gate3b_label_train_00581,LABEL_TRAIN,maze_32_32_2,maze,16,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
e66f1e3a5162f720c2ab42926f3e03c986ae797ce30ec59cc2c4863a0d80de7e,g567_gate3b_label_train_00958,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,2500,40000,1,21,21,21,1,6,0,4,0,0,1,0,1,1,1
e672d35d6a6ee2e1d8fffc2d1867008cbd1fa9d7abc0ce64d28b69691fba9a0d,g567_gate3b_label_train_01455,LABEL_TRAIN,g567-large-maze-192x128-a-v1,large_maze,1500,40000,1,21,21,21,1,0,0,3,0,0,1,0,0,1,1
e68bf3c8c34ae9642ab7d9e9fbfcac744ea1f174149a72de5fe3a42a95fdd135,g567_gate3b_label_train_01902,LABEL_TRAIN,g567-large-maze-128x128-a-v3,large_maze,1000,40000,1,21,21,21,1,0,0,4,0,0,1,0,1,1,1
e6a013df4651909e8babb21cb0803b013b2e351c1c14861de1899abf989ea29d,g567_gate3b_label_train_01797,LABEL_TRAIN,room_32_32_4,room,12,30000,1,21,21,21,5,0,0,0,0,0,5,0,0,5,5
e6bcdfa0aaf02fd1721f0b04903f00622a7f815149b07f079fbae68a3f6dd576,g567_gate3b_label_train_00506,LABEL_TRAIN,room_64_64_8,room,192,30000,1,21,21,21,1,0,0,20,0,0,1,0,1,1,1
e7b8433ea1c04fd8e2704eb3d820596fdce195c4e84d6ff1c1b1cd346f8650ca,g567_gate3b_label_train_00714,LABEL_TRAIN,g567-large-room-128x128-a-v0,large_room,3000,60000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
e7be507d48b373934b348337a3bd39b9128f81b4eac47c69c7699d79a141d46b,g567_gate3b_label_train_00309,LABEL_TRAIN,g567-string-64x32-a-v1,irregular_bottleneck,384,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
e7bedff32959c220b5cc75def2876f4bd0ad7e679fb03c27db05a07932e69967,g567_gate3b_label_train_00344,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
e7e56ebd8cfb4128b70be511de5911e1f79195173a52eacaac613d703db93249,g567_gate3b_label_train_01650,LABEL_TRAIN,warehouse_10_20_10_2_1,warehouse,384,30000,1,21,21,21,1,5,0,0,0,0,1,0,1,1,1
e8193bd3400e86717cc32922d4e94841da6d50c584faa7e5851ad57403b6c30b,g567_gate3b_label_train_00362,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
e828c9e48e3bd437297cf9bdc0b24788066c9b25986723d39c63d011291449ec,g567_gate3b_calibration_00281,CALIBRATION,warehouse_small,warehouse,128,30000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
e840107a9424c16820aab9247ba5ba2d6b07b7ccbad0bc0407892208b0659a70,g567_gate3b_label_train_00568,LABEL_TRAIN,maze_32_32_2,maze,12,30000,1,21,21,21,3,0,0,0,0,0,3,0,0,3,3
e878d36817a552fce25a643ac0a7b56894c8ccaf951523f97134e00da25d5531,g567_gate3b_label_train_00921,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,2500,40000,1,21,21,21,1,0,0,3,0,0,1,0,1,1,1
e89d1260606d9903d001e5a7e94b5afd01ab8758e85488e2381a6e9770fc42f6,g567_gate3b_label_train_01369,LABEL_TRAIN,maze_128_128_2,maze,64,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
e8c411f87ad75dc84e9560ca167122fc9a94e18ca7de2623ba49395fcdb6def2,g567_gate3b_label_train_00158,LABEL_TRAIN,den312d,game,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
e90c07154d7b717b4fd516310a997bcd556b2996ae331d364309e1f64d0e2809,g567_gate3b_calibration_00304,CALIBRATION,maze_128_128_1,maze,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
e9284d833aec398269f493e2e99e3d0051014f14d55130299e043886a9b26b35,g567_gate3b_calibration_00273,CALIBRATION,warehouse_small,warehouse,16,30000,1,21,21,21,5,7,0,2,0,0,5,0,0,5,5
e987a1d739eab2d6ca6533ce68c1bc5277af899ab5b5e9285ca452a6d56b3b3e,g567_gate3b_label_train_00738,LABEL_TRAIN,g567-large-room-128x128-a-v1,large_room,3000,60000,1,21,21,21,1,0,0,20,0,0,1,0,1,1,1
e99b999c465765f31fcf4fb16c990011c9fa6717a5756b7658dce8b9d0d77f9f,g567_gate3b_label_train_00702,LABEL_TRAIN,g567-large-room-128x128-a-v1,large_room,3000,60000,1,21,21,21,1,1,1,19,0,0,1,0,1,1,1
e99c8a9bd6ea4394caef918b77f2eff2de0e9f63f1f394f5ed2086c509e9c716,g567_gate3b_label_train_00864,LABEL_TRAIN,g567-large-empty-128x128-a-v1,large_empty,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
e9c4f45bea5f774b0145181dcbac1de93d6bc8e9157985636a70908bdad9c370,g567_gate3b_label_train_01743,LABEL_TRAIN,g567-room-64x48-b-v0,room,1000,40000,1,21,21,21,1,6,5,5,0,0,1,0,1,1,1
e9cb47d583c54d066752aba882bb8ebbd015d4fa6c80478bde63b3bc9162eba6,g567_gate3b_label_train_01671,LABEL_TRAIN,g567-room-64x48-b-v0,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
e9d8ebfb714e47166c916ee3291af609e5e10e8a57ee0d5f6899341967d764d0,g567_gate3b_label_train_01058,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,3000,60000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
e9e16ba67ce5ae6c84735a9558a737fff1495c94944eece426f6c7bc005fa5db,g567_gate3b_label_train_01922,LABEL_TRAIN,g567-large-maze-128x128-a-v3,large_maze,2500,40000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
e9e6504308d940f6d2b673e5e2fbc1c8ae0e4c3371caddf32c310804154dfaaa,g567_gate3b_label_train_01607,LABEL_TRAIN,sortation_medium,public_other,1500,40000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
e9f9459fdcb311e2c0ea1c844b43951bfae31954b8eb8e64fbce21b293e39602,g567_gate3b_calibration_00368,CALIBRATION,maze_128_128_1,maze,2500,40000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
ea28dee47f29111ecb6584b1c868538b64f0e224bd1b3e68e00a9b02cdee1cbb,g567_gate3b_calibration_00036,CALIBRATION,ht_chantry,game,128,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
ea4c59dcbec98b48ea47e876fe4b7997f2775205c3b119f1b671441618ba4300,g567_gate3b_label_train_01190,LABEL_TRAIN,g567-random-32x32-a-v2,random,384,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
ea6cf4a6a6b76c6409c1104011029c78fdbf3116899e6b5902474787449bf856,g567_gate3b_label_train_01432,LABEL_TRAIN,maze_128_128_2,maze,512,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
ea713f071aae432cdc9f725a66fba458087c296bd6aa92335d7fa5b2bcc68987,g567_gate3b_label_train_01053,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,3000,60000,1,21,21,21,1,0,0,3,0,0,1,0,1,1,1
ea7d99d9aeaa201063130dfcb3a875b78d1e0440ad49c16f977d2c4bf6939623,g567_gate3b_label_train_01048,LABEL_TRAIN,g567-large-empty-128x128-a-v1,large_empty,3000,60000,1,21,21,21,1,0,0,3,0,0,1,0,0,1,1
ea9ff40d2c0f7dd914ec3bf3755ddf62c0a284297620ca3bcdabf3171352fb67,g567_gate3b_label_train_01494,LABEL_TRAIN,g567-large-maze-192x128-a-v3,large_maze,2000,40000,1,21,21,21,1,20,0,1,0,0,1,0,1,1,1
eab8f30a3e2e8ff240b4e90b0e367448b7af732e97e5199985cc54d23f5830f7,g567_gate3b_label_train_00010,LABEL_TRAIN,random_64_64_20,random,12,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
eac5baed0f3676d11ae42f71219a7a1584038f47240e5d0ff1d1fc2468f4a66c,g567_gate3b_label_train_01674,LABEL_TRAIN,g567-room-64x48-b-v2,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
eac66adca9d62a93280d65f2d3bd8c5bf4d7fd51cabe79b0e801aa62176832b4,g567_gate3b_calibration_00190,CALIBRATION,empty_32_32,empty,32,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
eb4888bafc0fa9adadad5355270ac97a39974141137c5fd8fb463bdda241db72,g567_gate3b_label_train_01670,LABEL_TRAIN,g567-room-64x48-b-v1,room,32,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
eb4e120b61e55f6c0c4b9c591aa00437eb0c70054409752860634482fc886e72,g567_gate3b_label_train_00981,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,3000,60000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
eb5d3f25cc3fbc087c36a690bd3627d6d1b717d53fe7f37d38fec0c0563d0947,g567_gate3b_label_train_00317,LABEL_TRAIN,g567-string-64x32-a-v2,irregular_bottleneck,384,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
eb5f553245be0827ffa5f33968c4168c19f3537d986d8de4fa59019d3efcead1,g567_gate3b_label_train_00046,LABEL_TRAIN,random_64_64_20,random,32,30000,1,21,21,21,4,0,0,0,0,0,4,0,0,4,4
eb73c8a3f1efde230ed7cb4b4565973283533a20fb7b36ba1777628e90a0be4f,g567_gate3b_label_train_01076,LABEL_TRAIN,g567-room-48x48-a-v1,room,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
eb7ada73aac45e28db797ded8af0dd68bf2df018b085d80df9aecd4946f41a28,g567_gate3b_calibration_00142,CALIBRATION,empty_16_16,empty,48,30000,1,21,21,21,2,0,0,0,0,0,2,0,1,2,2
eb84ce72aac19b310e475e5756ab4eeced6c14c087345d46bcbe41bf02655b24,g567_gate3b_label_train_00384,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
eb8752379eabc736fa31fba5b98ef7745ff21a8bfc46afe1d4215a0828a02480,g567_gate3b_label_train_00033,LABEL_TRAIN,random_64_64_20,random,16,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
eb8d974d98946485663d89ae4df13c59ae2525ba348bb53be9d3e62c550815ad,g567_gate3b_label_train_01157,LABEL_TRAIN,g567-room-48x48-a-v2,room,512,30000,1,21,21,21,1,0,0,19,0,0,1,0,0,1,1
ebcbbabd700d114586b31c74200ff78e1389082c6642166a72ca80a5098623bb,g567_gate3b_label_train_01486,LABEL_TRAIN,g567-large-maze-192x128-a-v0,large_maze,2000,40000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
ebe37f5fbfad00b6f748547ed9601573420bf250170804d4893dbc03d0902f44,g567_gate3b_calibration_00373,CALIBRATION,g567-large-lanes-192x128-a-v3,large_lanes,2500,40000,1,21,21,21,1,19,0,2,0,0,1,0,0,1,1
ebe3a443258721dba68abe95b7721776caf7e2b4847228d239a6e3a959cac09d,g567_gate3b_label_train_00932,LABEL_TRAIN,g567-large-empty-128x128-a-v1,large_empty,2500,40000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
ebec9bcc0b64f113484e823551d87f1ec0a8d16d969d1bc8fc995a26808fe8dd,g567_gate3b_label_train_01916,LABEL_TRAIN,g567-large-maze-128x128-a-v2,large_maze,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
ec15c15880814bdfc4dede9246a87b8159a39e594ab03cb67a510ca8c9082d1a,g567_gate3b_label_train_00891,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,2000,40000,1,21,21,21,1,0,0,1,0,0,1,0,1,1,1
ec1e6e91457329379fab7b5a0e11f391a4c7bc2d9b092371fcd4e0f1ba1ed340,g567_gate3b_calibration_00351,CALIBRATION,maze_128_128_1,maze,192,30000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
ec228cd91b2c58143ad28dec2d9905a834ed6260fdf1563993690060f6cdc79f,g567_gate3b_label_train_00912,LABEL_TRAIN,g567-large-empty-128x128-a-v0,large_empty,2000,40000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
ec4130185b931f7d04d1dafb6ab68430e0ee83c6b9d621c8808b0ad8d20ff1f4,g567_gate3b_label_train_01889,LABEL_TRAIN,g567-room-24x24-a-v2,room,80,30000,1,21,21,21,1,1,0,9,0,0,1,0,1,1,1
ec56f23624177dd25ba5d50c0e2af4e59e2b8f0a15f1ac982c01721c6ef6dff0,g567_gate3b_label_train_01104,LABEL_TRAIN,g567-room-48x48-a-v1,room,48,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
ec7f8f4766bc83c4938f00f0826bc3ca4472d3875b395e98b4341b56bef6482c,g567_gate3b_label_train_01735,LABEL_TRAIN,g567-room-64x48-b-v0,room,1000,40000,1,21,21,21,1,15,9,6,0,0,1,0,1,1,1
ecbd7ba181d74e6da541f00a187ada6d99eaef6e4b27304d466d92bfe9e66e8f,g567_gate3b_label_train_01294,LABEL_TRAIN,room_64_64_16,room,192,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
ecd2775fdadb197e32dd1c5f4e04420c9b2535ccc1cb94d42d9cea49ac627365,g567_gate3b_label_train_00316,LABEL_TRAIN,g567-string-64x32-a-v0,irregular_bottleneck,384,30000,1,21,21,21,1,16,12,8,0,0,1,0,1,1,1
ece5e8287fd795bdee6c8229cf56a6b49ec12609abbe8762acc9cdf83faf73f5,g567_gate3b_label_train_01366,LABEL_TRAIN,maze_128_128_2,maze,64,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
eceb228e8c8141cb8ff1f3b69c45592ff0d8b07dcaaf916b231798c28bc2cebf,g567_gate3b_calibration_00447,CALIBRATION,g567-large-lanes-192x128-a-v2,large_lanes,2500,40000,1,21,21,21,1,0,0,4,0,0,1,0,1,1,1
ed0a265a6217c4f581d0cd8ae07987614d2867cef68c1ab665826683c3b8191f,g567_gate3b_label_train_01602,LABEL_TRAIN,sortation_medium,public_other,1500,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
ed2bba0b9456f47f7c90eebef1d69020a4de28a5eafa910579fb5f1cc4bfa439,g567_gate3b_label_train_00728,LABEL_TRAIN,g567-large-room-128x128-a-v1,large_room,3000,60000,1,21,21,21,1,0,0,16,0,0,1,0,1,1,1
ed3253caf92612a39c906aa1036fa0b9f1e192b1c414dc90bacf1f7e8bd31b8e,g567_gate3b_label_train_00013,LABEL_TRAIN,random_64_64_20,random,12,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
ed9b178c771ddb66db9cf5e09ddfed550167be5b06fdc69be13f10b2c49337c2,g567_gate3b_calibration_00397,CALIBRATION,g567-large-lanes-192x128-a-v3,large_lanes,2500,40000,1,21,21,21,1,20,0,1,0,0,1,0,0,1,1
eda2974db9201e63d0bace8c2568a7df68f5637f3d3aa57b9e3f4bf0f305914a,g567_gate3b_label_train_00524,LABEL_TRAIN,room_64_64_8,room,512,30000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
edb6d09e570d058ee2f5ba7a1f7f222ef13d3b5affe72d029573c3fbf0781854,g567_gate3b_label_train_00141,LABEL_TRAIN,den312d,game,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
edbc96526e3fe70a2c02942c0b791c756775b30ada3493c905738e692ccef700,g567_gate3b_label_train_00377,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,64,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
ede469db291c167013ba86f78517573ae596685fcc4581494e65951c47c33924,g567_gate3b_label_train_01293,LABEL_TRAIN,room_64_64_16,room,192,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
ee31a46ddc33b3c188ecb371b67db3058fd4f010f6dbf60d77b42dbf73ec3f68,g567_gate3b_label_train_01826,LABEL_TRAIN,room_32_32_4,room,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
ee4f100006caae1a8f0330a2d114c2ff638d21005b0ca196d53ca1e2650f5f03,g567_gate3b_label_train_01054,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,3000,60000,1,21,21,21,1,0,0,1,0,0,1,0,0,1,1
ee8f7daf3006acb8bc8e49c016397e2468e29be4f85e1d94be82918b192499fe,g567_gate3b_calibration_00222,CALIBRATION,empty_32_32,empty,256,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
ee96f68b29e9c4555be43a9212cee9acc291bd200d1acc4803dfca3d4dd24b3a,g567_gate3b_calibration_00298,CALIBRATION,maze_128_128_1,maze,16,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
eeaad2cc9c208e6afab434a08671dc474ec9186f88f1d48eefe4fd3809dcf2a5,g567_gate3b_label_train_01986,LABEL_TRAIN,g567-large-maze-128x128-a-v0,large_maze,3000,60000,1,21,21,21,1,20,0,1,0,0,1,0,1,1,1
eebad53e554b28bbf50cf2505cb47e7da092b6c0210c7f53ddd9df8dd9e7f9dc,g567_gate3b_label_train_01030,LABEL_TRAIN,g567-large-empty-128x128-a-v0,large_empty,3000,60000,1,21,21,21,1,0,0,1,0,0,1,0,1,1,1
eeed8890f52c3bc4f03e76d5bc8fee050372ca154ca0aa7f5b60f50afa7a326e,g567_gate3b_label_train_00311,LABEL_TRAIN,g567-tunnel-64x32-a-v0,tunnel,384,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
ef1969dd4b535cb7e12c2b1835070b0d7f25cf39e2a37c3ab89fd8e06e6b73ac,g567_gate3b_calibration_00462,CALIBRATION,g567-spiral-40x40-a-v3,spiral,128,30000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
ef1b72feb3d038994875cfb85b3a6b1c77ece5849cae5828e614c71c36665ca0,g567_gate3b_label_train_00615,LABEL_TRAIN,maze_32_32_2,maze,64,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
ef29461cbc8d558e727daa6c614fca0c800d701844594fa6ff5267cb79214ff7,g567_gate3b_label_train_01334,LABEL_TRAIN,room_64_64_16,room,384,30000,1,21,21,21,1,0,0,4,0,0,1,0,0,1,1
ef47eae71861c6bbc18c838bdc5ea3f21b81e9398c08f19c963b2e88405049b2,g567_gate3b_label_train_01994,LABEL_TRAIN,g567-large-maze-128x128-a-v3,large_maze,3000,60000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
ef56965315734d086c0450eb72cb4689ff626654da6eb0c34bf6c451944b600e,g567_gate3b_label_train_01046,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,3000,60000,1,21,21,21,1,0,0,5,0,0,1,0,0,1,1
ef5ddd1477f2a7598d58c13311704c7151410650b39d01935f4fbe73aad08016,g567_gate3b_label_train_00452,LABEL_TRAIN,room_64_64_8,room,12,30000,1,21,21,21,4,0,0,0,0,0,4,0,0,4,4
ef7be9d1d382798508d942f67263a1b1d3a7c8224218d380cb469efccd081542,g567_gate3b_calibration_00240,CALIBRATION,empty_32_32,empty,384,30000,1,21,21,21,1,0,0,5,0,0,1,0,1,1,1
ef7f727d9015ecc025bc7ec1538f0828a32f24a2ec3b661b85d88b4a5708eb01,g567_gate3b_calibration_00297,CALIBRATION,maze_128_128_1,maze,16,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
ef971cb4141997f114f6099eb05f2dad9d799921aea0aeadd1156d6fd95f55fe,g567_gate3b_label_train_01331,LABEL_TRAIN,room_64_64_16,room,384,30000,1,21,21,21,1,0,0,18,0,0,1,0,1,1,1
eff458a3bd1f26f34c9f1a7d4dc908c2bcb04fb07faf4714533e63acbe8c52e8,g567_gate3b_calibration_00306,CALIBRATION,maze_128_128_1,maze,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
f01fc3ae19e9a9363a2268ca61a156919b1dcbb501a73d9e0684e2c2e7991ed4,g567_gate3b_calibration_00080,CALIBRATION,warehouse_small,warehouse,16,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
f03965dac2eb3815cfce33a177fa0c1294c7ac7aaf50b0816457a0d2bc8d2652,g567_gate3b_label_train_01109,LABEL_TRAIN,g567-room-48x48-a-v1,room,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
f08647026498b40404e521c052a321b502dc418ab8ae5555ad588488889bde0e,g567_gate3b_label_train_00977,LABEL_TRAIN,g567-large-empty-128x128-a-v0,large_empty,2500,40000,1,21,21,21,1,0,0,1,0,0,1,0,1,1,1
f0998b7140741e0eee4c348ff4151bfeb4022db18315273eeb8ade0fdca503df,g567_gate3b_label_train_01850,LABEL_TRAIN,room_32_32_4,room,48,30000,1,21,21,21,1,1,0,0,0,0,1,0,1,1,1
f0a13bfe88927ac311b31bb94ac5aca8cc0d4c452cdd5da80a154038422fc9a5,g567_gate3b_calibration_00137,CALIBRATION,empty_16_16,empty,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
f10bf332cce4b7b2c83c042190bf6d8ffcf122d3de5438f28ca9a8d554b3fcc0,g567_gate3b_label_train_01667,LABEL_TRAIN,g567-room-64x48-b-v2,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
f120851bec3a2f97a45daeb69b994427ca6aaf05238398be2ec97498592c1f66,g567_gate3b_calibration_00282,CALIBRATION,warehouse_small,warehouse,128,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
f13b4c9bf56149ee7a8f77b2a401fcb9e3c3b4075e531f73c0e824736ac4da6f,g567_gate3b_calibration_00068,CALIBRATION,ht_chantry,game,1000,40000,1,21,21,21,1,0,0,6,0,0,1,0,0,1,1
