registry_row_id,candidate_id,candidate_family,theta_cluster,source_pool_id,distance_from_current_static_flow,global_fixed_candidate,context_dependent,dynamic_policy,allowed_for_promotion,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g554_registry_00834,g554_c00834,rho_decay_micro_sweep,tiny,g554_pool_586436547163,0.85,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.995,0.96,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00835,g554_c00835,shrinkage_to_hand_from_risky,near_miss,g554_pool_184164989107,0.447015016214,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.2275,0.95,1,1,0.2275,0.35,0.75,0.936108572783,10.8873608803,1,0,0,False,False,False,False,False
g554_registry_00836,g554_c00836,negative_controls_wide_random,wide_diagnostic,g554_pool_454769847237,3.20834999584,True,False,False,False,1.18112218112,1.23520698521,0.891078141078,1.0948048448,0.759290759291,1.3338958339,0.749041999042,0.975988475988,0.977560577561,0.868849368849,0.925551925552,0.366186766187,0.596006596007,0.882456132456,9.76040976041,1,0,0,False,False,False,False,False
g554_registry_00837,g554_c00837,one_factor_small_perturbation,small,g554_pool_439792453372,0.072831072825,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11.2913242913,1,0,0,False,False,False,False,False
g554_registry_00838,g554_c00838,two_factor_interaction,small,g554_pool_718386140572,0.363009400505,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.0228181634432,0.984475486975,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00839,g554_c00839,trust_region_sobol_around_hand,tiny,g554_pool_694504410301,0.379945640874,True,False,False,True,1.25,1.26520640583,1.25,0.75,0.75,0.966715519841,0,0.927865702241,1,0.979742554743,0,0.343295323295,0.772626866377,0.989207020457,10.7475301538,1,0,0,False,False,False,False,False
g554_registry_00840,g554_c00840,trust_region_sobol_around_nearmiss,near_miss,g554_pool_974834309349,1.49677460552,True,False,False,True,1.25,1.21606973169,1.25,0.75,0.75,1.04563280188,0.289157642283,0.907398050523,1,1.04888636139,0.35,0.388008328008,0.788871038871,0.829152863821,10.2270408122,1,0,0,False,False,False,False,False
g554_registry_00841,g554_c00841,cma_es_style_offline_candidates,near_miss,g554_pool_726683299946,1.02841710321,True,False,False,True,1.25,1.30952995203,1.25,0.75,0.75,1.0375939511,0.528354126461,0.922064272064,1,0.97073940174,0.129974065052,0.370227042627,0.689818064818,1,10.7425975976,1,0,0,False,False,False,False,False
g554_registry_00842,g554_c00842,cross_entropy_elite_refits,near_miss,g554_pool_238582334453,0.731428433673,True,False,False,True,1.25,1.31379392379,1.25,0.75,0.75,1.07332058032,0.18405057495,0.975660966811,1,1.01908829609,0.0454909227682,0.326185920986,0.776172487422,1,11.5101664522,1,0,0,False,False,False,False,False
g554_registry_00843,g554_c00843,lambda_cong_micro_sweep,tiny,g554_pool_391703837017,0.28,True,False,False,True,1.25,1.35,1.25,0.75,0.75,1,0,0.95,1,0.8,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00844,g554_c00844,cost_clamp_micro_sweep,tiny,g554_pool_116416087719,0.841666666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.65,9.5,1,0,0,False,False,False,False,False
g554_registry_00845,g554_c00845,rho_decay_micro_sweep,tiny,g554_pool_926524329333,0.6,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.975,0.965,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00846,g554_c00846,shrinkage_to_hand_from_risky,near_miss,g554_pool_332704092980,0.170620178763,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.2,0.95,1,1.00561658877,0.00750538498924,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00847,g554_c00847,negative_controls_wide_random,wide_diagnostic,g554_pool_822105456687,5.87557146307,True,False,False,False,1.21043821044,0.585286335286,2.24386624387,0.956908456908,1.15516915517,0.691616191616,0.840193340193,0.941227841228,0.904834604835,1.29903779904,1.21582621583,0.515870915871,0.816899316899,0.752440502441,11.9392199392,0,0,1,False,False,False,False,False
g554_registry_00848,g554_c00848,one_factor_small_perturbation,tiny,g554_pool_796392451100,0.0112409112413,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.991569316569,11,1,0,0,False,False,False,False,False
g554_registry_00849,g554_c00849,two_factor_interaction,small,g554_pool_153460157689,0.160086919461,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.319391359391,0.75,1,11.4873044748,1,0,0,False,False,False,False,False
g554_registry_00850,g554_c00850,trust_region_sobol_around_hand,medium,g554_pool_619810356020,1.14969527469,True,False,False,True,1.25,1.17208223458,1.25,0.75,0.75,0.864179401679,0.0820318007818,1,1,0.90334987835,0,0.384769134769,0.805307305307,1,11.9873246873,1,0,0,False,False,False,False,False
g554_registry_00851,g554_c00851,trust_region_sobol_around_nearmiss,near_miss,g554_pool_149598224578,2.23088724896,True,False,False,True,1.25,1.16155431699,1.25,0.75,0.75,1.04520856396,1.02924459174,0.906476430851,1,0.969739896065,1,0.386150606151,0.724788724789,1,10.5636950137,1,0,0,False,False,False,False,False
g554_registry_00852,g554_c00852,cma_es_style_offline_candidates,near_miss,g554_pool_050428326458,0.966531699256,True,False,False,True,1.25,1.25248704245,1.25,0.75,0.75,0.928124195624,0.281117156117,0.9175,1,0.974634322123,0.2275,0.318938871339,0.709976843727,0.950483561484,11.2113277563,1,0,0,False,False,False,False,False
g554_registry_00853,g554_c00853,cross_entropy_elite_refits,near_miss,g554_pool_004322367251,0.864424105956,True,False,False,True,1.25,1.18694220194,1.25,0.75,0.75,1.02931086931,0.0267894204445,0.9825,1,1.04937779338,0.289702145596,0.373404516205,0.722028002028,0.963104715105,11.4186649507,1,0,0,False,False,False,False,False
g554_registry_00854,g554_c00854,lambda_cong_micro_sweep,tiny,g554_pool_847063055109,0.22,True,False,False,True,1.25,1.4,1.25,0.75,0.75,1,0,0.95,1,1.1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00855,g554_c00855,cost_clamp_micro_sweep,tiny,g554_pool_078874488257,0.379166666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.95,9.75,1,0,0,False,False,False,False,False
g554_registry_00856,g554_c00856,rho_decay_micro_sweep,tiny,g554_pool_366751146747,0.35,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.955,0.97,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00857,g554_c00857,shrinkage_to_hand_from_risky,near_miss,g554_pool_333705325928,0.473690120122,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.175,0.95,1,1,0.175,0.35,0.75,0.88273032829,10.7573444353,1,0,0,False,False,False,False,False
g554_registry_00858,g554_c00858,negative_controls_wide_random,wide_diagnostic,g554_pool_773337254625,4.79642000892,True,False,False,False,1.157995158,0.772039022039,1.33697508698,0.860055860056,1.61676186676,0.296709296709,0.264685264685,0.915299315299,0.987846887847,0.556875056875,1.3801018801,0.332358732359,1.34473109473,0.949185949186,10.433002433,0,1,0,False,False,False,False,False
g554_registry_00859,g554_c00859,one_factor_small_perturbation,medium,g554_pool_103251162681,0.0865704865704,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.858213108213,1,11,1,0,0,False,False,False,False,False
g554_registry_00860,g554_c00860,two_factor_interaction,small,g554_pool_413925695375,0.124183637717,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.906862271712,11,1,0,0,False,False,False,False,False
g554_registry_00861,g554_c00861,trust_region_sobol_around_hand,small,g554_pool_311147566334,0.523317204556,True,False,False,True,1.25,1.21416299541,1.25,0.75,0.75,1.05370535996,0,0.975544468669,1,0.979346741847,0,0.366558216558,0.78551473864,1,11.5345460845,1,0,0,False,False,False,False,False
g554_registry_00862,g554_c00862,trust_region_sobol_around_nearmiss,near_miss,g554_pool_568814590892,1.07855676063,True,False,False,True,1.25,1.26728297041,1.25,0.75,0.75,1.06861567487,0.419658208821,0.96615549053,1,1.11941270358,0.431403817194,0.310623940624,0.722595910096,1,10.8258138633,1,0,0,False,False,False,False,False
g554_registry_00863,g554_c00863,cma_es_style_offline_candidates,near_miss,g554_pool_517395381085,1.54844181169,True,False,False,True,1.25,1.20547024297,1.25,0.75,0.75,1.0288999064,0.492236580105,0.92886028626,1,1.09205020782,0.65,0.363939362739,0.721410728911,0.849618101541,11.4887065637,1,0,0,False,False,False,False,False
g554_registry_00864,g554_c00864,cross_entropy_elite_refits,near_miss,g554_pool_981062372893,1.05603360826,True,False,False,True,1.25,1.29931613432,1.25,0.75,0.75,0.950842517842,0.13445390352,0.982078663079,1,1.06022384617,0.2275,0.309157599158,0.714076771576,0.896076047802,10.4991522952,1,0,0,False,False,False,False,False
g554_registry_00865,g554_c00865,lambda_cong_micro_sweep,tiny,g554_pool_432039567139,0.31,True,False,False,True,1.25,1.05,1.25,0.75,0.75,1,0,0.95,1,0.85,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00866,g554_c00866,cost_clamp_micro_sweep,tiny,g554_pool_599491660406,0.5875,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.7,10.25,1,0,0,False,False,False,False,False
g554_registry_00867,g554_c00867,rho_decay_micro_sweep,tiny,g554_pool_001829527213,0.4,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.935,0.975,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00868,g554_c00868,shrinkage_to_hand_from_risky,near_miss,g554_pool_528043534982,0.217498075009,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.1,0.95,1,1.03118993762,0.134933430133,0.35,0.75,1,11.0654100692,1,0,0,False,False,False,False,False
g554_registry_00869,g554_c00869,negative_controls_wide_random,wide_diagnostic,g554_pool_002057590958,5.67197925947,True,False,False,False,0.209853209853,0.888662888663,0.629701379701,1.0014960015,0.0449067949068,0.984558984559,0.681421931422,0.998918398918,0.964615664616,1.0689015689,0.481855981856,0.671023071023,1.25706475706,0.52076002076,9.0144010144,1,0,0,False,False,False,False,False
g554_registry_00870,g554_c00870,one_factor_small_perturbation,small,g554_pool_390998492768,0.027564477565,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.372051582052,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00871,g554_c00871,two_factor_interaction,small,g554_pool_344624357089,0.288218950715,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.92311962812,1,1,0,0.35,0.725730960106,1,11,1,0,0,False,False,False,False,False
g554_registry_00872,g554_c00872,trust_region_sobol_around_hand,tiny,g554_pool_072690359634,0.257559009117,True,False,False,True,1.25,1.23039730071,1.25,0.75,0.75,1.03136081261,0.0133640524266,0.960044460982,1,0.985555698056,0,0.334797334797,0.773492929743,1,10.7696327509,1,0,0,False,False,False,False,False
g554_registry_00873,g554_c00873,trust_region_sobol_around_nearmiss,near_miss,g554_pool_556795234420,2.17316807257,True,False,False,True,1.25,1.27329000767,1.25,0.75,0.75,0.974371686872,1.05936584062,0.984306695557,1,0.96993048243,0.338554722891,0.597408613183,1.18209064371,1,11.1447397947,1,0,0,False,False,False,False,False
g554_registry_00874,g554_c00874,cma_es_style_offline_candidates,near_miss,g554_pool_019338586495,0.964824775936,True,False,False,True,1.25,1.30648356149,1.25,0.75,0.75,1.04204820405,0.274981084981,0.980722446472,1,1.0235979876,0.0770211994578,0.379728980618,0.905010174442,1,11.5131265551,1,0,0,False,False,False,False,False
g554_registry_00875,g554_c00875,cross_entropy_elite_refits,near_miss,g554_pool_680614083184,2.00384737503,True,False,False,True,1.25,1.19475069225,1.25,0.75,0.75,0.925832806833,0.606636295387,0.9825,1,0.781984548124,0.298141728717,0.391541406342,0.717790355291,1,10.5783079239,0,0,1,False,False,False,False,False
g554_registry_00876,g554_c00876,lambda_cong_micro_sweep,tiny,g554_pool_979477536492,0.27,True,False,False,True,1.25,1.1,1.25,0.75,0.75,1,0,0.95,1,1.15,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00877,g554_c00877,cost_clamp_micro_sweep,tiny,g554_pool_151746659883,0.125,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,10.5,1,0,0,False,False,False,False,False
g554_registry_00878,g554_c00878,rho_decay_micro_sweep,tiny,g554_pool_449827053543,0.55,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.915,0.98,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00879,g554_c00879,shrinkage_to_hand_from_risky,near_miss,g554_pool_430192580061,0.32639129946,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.1225,0.95,1,0.965276341947,0.158544144161,0.35,0.75,1,10.6481138188,1,0,0,False,False,False,False,False
g554_registry_00880,g554_c00880,negative_controls_wide_random,wide_diagnostic,g554_pool_327889796740,5.42354671104,True,False,False,False,1.42606192606,1.52258352258,2.16637266637,1.03536853537,1.71351946352,1.22419322419,0.957470957471,0.970649370649,0.978395778396,1.4966969967,1.08455058455,0.405158805159,1.06602956603,0.906588906589,9.87375787376,0,0,1,False,False,False,False,False
g554_registry_00881,g554_c00881,one_factor_small_perturbation,tiny,g554_pool_783398004118,0.020056126306,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.979943873694,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00882,g554_c00882,two_factor_interaction,small,g554_pool_023015501073,0.0371134121129,True,False,False,True,1.25,1.25,1.25,0.75,0.75,0.97389018639,0,0.95,1,1,0,0.365765495765,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00883,g554_c00883,trust_region_sobol_around_hand,medium,g554_pool_571517672798,0.865534278039,True,False,False,True,1.25,1.33105792481,1.25,0.75,0.75,1.0568962569,0,1,1,0.94258039258,0,0.390930720931,0.710531960532,1,10.5096013596,1,0,0,False,False,False,False,False
g554_registry_00884,g554_c00884,trust_region_sobol_around_nearmiss,near_miss,g554_pool_852555807730,1.20445983311,True,False,False,True,1.25,1.21802943678,1.25,0.75,0.75,0.931410818911,0.304657392157,0.917872345372,1,0.982858357858,0.511295427408,0.329389379389,0.68952040827,0.970811545812,11.3883386133,1,0,0,False,False,False,False,False
g554_registry_00885,g554_c00885,cma_es_style_offline_candidates,near_miss,g554_pool_954188934901,1.97068871777,True,False,False,True,1.25,1.07451664753,1.25,0.75,0.75,0.948544050544,0.670719648222,0.9175,1,0.675,0.65,0.313915042315,0.796972036972,1,11.3736207636,1,0,0,False,False,False,False,False
g554_registry_00886,g554_c00886,cross_entropy_elite_refits,near_miss,g554_pool_428116677201,0.958815048616,True,False,False,True,1.25,1.21078565971,1.25,0.75,0.75,0.967377442377,0.163936371437,0.9175,1,0.866296264088,0.2275,0.322961709762,0.686425353925,1,10.681927499,1,0,0,False,False,False,False,False
g554_registry_00887,g554_c00887,lambda_cong_micro_sweep,tiny,g554_pool_254634527639,0.14,True,False,False,True,1.25,1.2,1.25,0.75,0.75,1,0,0.95,1,0.9,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00888,g554_c00888,cost_clamp_micro_sweep,tiny,g554_pool_346198149193,0.333333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.75,11,1,0,0,False,False,False,False,False
g554_registry_00889,g554_c00889,rho_decay_micro_sweep,tiny,g554_pool_312557329866,0.7,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,1,0.98,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00890,g554_c00890,shrinkage_to_hand_from_risky,near_miss,g554_pool_286225359579,0.997956914086,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.506088337823,0.95,1,0.824662200676,0.626622666755,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00891,g554_c00891,negative_controls_wide_random,wide_diagnostic,g554_pool_585377699915,5.42366151117,True,False,False,False,0.475719475719,0.939879189879,0.928176428176,0.103146353146,0.61678986679,1.19083919084,0.298157798158,0.955943555944,0.90944030944,0.559125059125,0.517935517936,0.648431048431,0.528664028664,0.695863445863,9.76278976279,0,1,0,False,False,False,False,False
g554_registry_00892,g554_c00892,two_factor_interaction,small,g554_pool_712461539696,0.02980882057,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1.02980882057,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00893,g554_c00893,trust_region_sobol_around_hand,small,g554_pool_547324352294,0.720276851531,True,False,False,True,1.25,1.18819098507,1.25,0.75,0.75,0.977973659224,0,0.996488783364,1,0.981714681715,0,0.381007281007,0.693412724663,1,10.6442266442,1,0,0,False,False,False,False,False
g554_registry_00894,g554_c00894,trust_region_sobol_around_nearmiss,near_miss,g554_pool_663044386615,2.65822601733,True,False,False,True,1.25,1.28430526868,1.25,0.75,0.75,0.96278029403,1.03520620708,0.92148009273,1,0.955608655609,1.15794668411,0.320641790642,0.692692208317,1,11.3748193248,0,1,0,False,False,False,False,False
g554_registry_00895,g554_c00895,cma_es_style_offline_candidates,near_miss,g554_pool_518734148397,0.999326556727,True,False,False,True,1.25,1.30361691237,1.25,0.75,0.75,0.936627881128,0.201648092898,0.9825,1,0.949843999844,0.263432870635,0.331796154596,0.698441265941,1,10.4476529386,1,0,0,False,False,False,False,False
g554_registry_00896,g554_c00896,cross_entropy_elite_refits,near_miss,g554_pool_881399101613,1.58689907467,True,False,False,True,1.25,1.38821000023,1.25,0.75,0.75,0.950137241137,0.625857708358,0.929496991147,1,0.816235111832,0.65,0.369726625327,0.767582095082,0.972620763621,11.1801806092,1,0,0,False,False,False,False,False
g554_registry_00897,g554_c00897,lambda_cong_micro_sweep,tiny,g554_pool_367559636242,0.2,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1.2,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00898,g554_c00898,cost_clamp_micro_sweep,tiny,g554_pool_534935026096,0.791666666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.5,11.5,1,0,0,False,False,False,False,False
g554_registry_00899,g554_c00899,rho_decay_micro_sweep,tiny,g554_pool_460418706891,0.45,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.98,0.985,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00900,g554_c00900,shrinkage_to_hand_from_risky,near_miss,g554_pool_753226709644,0.108660404095,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.07,0.95,1,1,0.0316673346654,0.353733911532,0.783601822796,1,11,1,0,0,False,False,False,False,False
g554_registry_00901,g554_c00901,negative_controls_wide_random,wide_diagnostic,g554_pool_115591146467,5.35744064496,True,False,False,False,0.600951600952,1.64024614025,0.653417403417,0.198427698428,1.45956795957,1.38847638848,0.695030695031,0.918508418508,0.955934355934,0.935561435561,0.139431139431,0.709033509034,0.288088788089,0.399697149697,11.3128673129,1,0,0,False,False,False,False,False
g554_registry_00902,g554_c00902,one_factor_small_perturbation,small,g554_pool_690061827770,0.0299490299493,True,False,False,True,1.25,1.25,1.25,0.75,0.75,0.955076455076,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00903,g554_c00903,two_factor_interaction,small,g554_pool_607954513248,0.0287353787358,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.0187716750217,0.95,1,1,0,0.35,0.732852451602,1,11,1,0,0,False,False,False,False,False
g554_registry_00904,g554_c00904,trust_region_sobol_around_hand,tiny,g554_pool_223925095067,0.293724457801,True,False,False,True,1.25,1.26731025169,1.25,0.75,0.75,1.01381765757,0.0227594290094,0.935041795667,1,0.991755935506,0,0.36641007641,0.72144735426,1,11.2051044864,1,0,0,False,False,False,False,False
g554_registry_00905,g554_c00905,trust_region_sobol_around_nearmiss,near_miss,g554_pool_400143299389,1.04917913303,True,False,False,True,1.25,1.18947643948,1.25,0.75,0.75,0.937056805807,0.31572955948,0.980729478854,1,0.935763087197,0.378137843724,0.323457413457,0.76706964207,1,10.8569721457,1,0,0,False,False,False,False,False
g554_registry_00906,g554_c00906,cma_es_style_offline_candidates,near_miss,g554_pool_950902639742,1.87605511379,True,False,False,True,1.25,0.899358492856,1.25,0.75,0.75,0.972548496549,0.7008490796,0.9825,1,0.832581006736,0.479522955954,0.366819188019,0.694119135369,0.977842166842,10.5632471043,1,0,0,False,False,False,False,False
g554_registry_00907,g554_c00907,cross_entropy_elite_refits,near_miss,g554_pool_003071304898,1.0233108273,True,False,False,True,1.25,1.08363525273,1.25,0.75,0.75,0.964627471628,0.270571691822,0.9175,1,0.900303547359,0.167833034584,0.324089216489,0.711566095316,1,10.7981630202,1,0,0,False,False,False,False,False
g554_registry_00908,g554_c00908,lambda_cong_micro_sweep,tiny,g554_pool_803845755589,0.13,True,False,False,True,1.25,1.35,1.25,0.75,0.75,1,0,0.95,1,0.95,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00909,g554_c00909,cost_clamp_micro_sweep,tiny,g554_pool_216482320124,0.454166666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.8,11.75,1,0,0,False,False,False,False,False
g554_registry_00910,g554_c00910,rho_decay_micro_sweep,tiny,g554_pool_045660568558,0.2,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.96,0.99,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00911,g554_c00911,shrinkage_to_hand_from_risky,near_miss,g554_pool_713831916494,1.49940155121,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.5,0.95,1,0.876864246271,0.52111545777,0.35,0.75,1,10.4845780308,0,0,1,False,False,False,False,False
g554_registry_00912,g554_c00912,negative_controls_wide_random,wide_diagnostic,g554_pool_239312297044,6.57660206409,True,False,False,False,0.416694416694,1.72314247314,1.09223559224,0.949400949401,1.28300678301,1.37953487953,0.28322028322,0.912321012321,0.925304825305,1.46244396244,1.30254730255,0.383214783215,0.254137504138,0.364690864691,9.52453352453,0,0,1,False,False,False,False,False
g554_registry_00913,g554_c00913,one_factor_small_perturbation,tiny,g554_pool_571845924114,0.023327573328,True,False,False,True,1.25,1.22084053334,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00914,g554_c00914,two_factor_interaction,small,g554_pool_363161063941,0.15906269031,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.06369086994,0,0.95,1,1,0,0.35,0.75,1,11.4664084414,1,0,0,False,False,False,False,False
g554_registry_00915,g554_c00915,trust_region_sobol_around_hand,medium,g554_pool_304343547089,0.83084784959,True,False,False,True,1.25,1.28482122232,1.25,0.75,0.75,1.06348820099,0,0.9,1,0.903471603472,0,0.383239253239,0.792444792445,1,11.3545284295,1,0,0,False,False,False,False,False
g554_registry_00916,g554_c00916,trust_region_sobol_around_nearmiss,near_miss,g554_pool_932383800350,2.63085297093,True,False,False,True,1.25,0.813501644616,1.25,0.75,0.75,1.04591410841,1.03853663229,0.993436394686,1,0.808625736387,0.96488477023,0.361699381699,0.688096578722,1,11.3482955483,1,0,0,False,False,False,False,False
g554_registry_00917,g554_c00917,cma_es_style_offline_candidates,near_miss,g554_pool_241570878751,0.882175207057,True,False,False,True,1.25,1.18085930611,1.25,0.75,0.75,1.0705941266,0.188823125073,0.9825,1,0.968792233201,0.219511285227,0.325181841582,0.785974610975,1,11.2655615616,1,0,0,False,False,False,False,False
g554_registry_00918,g554_c00918,cross_entropy_elite_refits,near_miss,g554_pool_373399979167,1.87536795101,True,False,False,True,1.25,1.09519708011,1.25,0.75,0.75,1.04895033345,0.695013747513,0.9825,1,0.823090029006,0.682882589233,0.315429023829,0.812076703327,0.949005148005,10.8206087516,1,0,0,False,False,False,False,False
g554_registry_00919,g554_c00919,lambda_cong_micro_sweep,tiny,g554_pool_583775630772,0.37,True,False,False,True,1.25,1.4,1.25,0.75,0.75,1,0,0.95,1,1.25,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00920,g554_c00920,cost_clamp_micro_sweep,tiny,g554_pool_180904758085,1.1,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.55,9,1,0,0,False,False,False,False,False
g554_registry_00921,g554_c00921,rho_decay_micro_sweep,tiny,g554_pool_659591884855,0.15,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.94,0.995,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00922,g554_c00922,shrinkage_to_hand_from_risky,near_miss,g554_pool_211281762892,0.0705139074827,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.035,0.95,1,0.998973067054,0.051947491105,0.35,0.75,1,10.9725787448,1,0,0,False,False,False,False,False
g554_registry_00923,g554_c00923,negative_controls_wide_random,wide_diagnostic,g554_pool_998179492025,6.89254278004,True,False,False,False,1.09478959479,1.11652811653,2.20604520605,0.040335040335,0.478352478352,0.98141048141,1.01229476229,0.968350868351,0.909200909201,0.636086136086,0.832805332805,0.633548633549,1.05976205976,0.285617535618,8.89832089832,0,1,0,False,False,False,False,False
g554_registry_00924,g554_c00924,two_factor_interaction,small,g554_pool_905254690924,0.099143124144,True,False,False,True,1.25,1.12607109482,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00925,g554_c00925,trust_region_sobol_around_hand,small,g554_pool_539506298530,0.696409021414,True,False,False,True,1.25,1.29641379641,1.25,0.75,0.75,1.02276068526,0.057632026382,0.983601284226,1,1.03294865795,0,0.367473517474,0.693894225144,0.968897806398,10.5166361416,1,0,0,False,False,False,False,False
g554_registry_00926,g554_c00926,trust_region_sobol_around_nearmiss,near_miss,g554_pool_890749010426,0.955570225647,True,False,False,True,1.25,1.29056111869,1.25,0.75,0.75,0.943723056223,0.409618168993,0.929367760618,1,0.983237558238,0.167898654203,0.338860719329,0.843023774526,0.951245788746,10.7218286968,1,0,0,False,False,False,False,False
g554_registry_00927,g554_c00927,cma_es_style_offline_candidates,near_miss,g554_pool_767639423052,2.21927166288,True,False,False,True,1.25,1.28371436372,1.25,0.75,0.75,0.974667076167,0.597175470925,0.917661208611,1,1.10446773893,0.723344228314,0.367354674154,0.813864416364,1,10.1407953395,0,0,1,False,False,False,False,False
g554_registry_00928,g554_c00928,cross_entropy_elite_refits,near_miss,g554_pool_572281241455,0.916952519926,True,False,False,True,1.25,1.30355056355,1.25,0.75,0.75,1.06435380836,0.280887592138,0.9825,1,0.990432557333,0.25317047991,0.373467665068,0.801284612534,1,10.86884231,1,0,0,False,False,False,False,False
