registry_row_id,candidate_id,registry_label,candidate_group,theta_cluster,source_candidate,source_context_key,bounded_updateparams,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g551_registry_551000369,repair5g551_theta_551000369,lower_usage_risk_control,risk_control_ablation,risk_control_ablation,,,True,1.25,1.25,1.25,0.75,0.75,1,0.82,0.95,1,1,0.8,0.3,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000370,repair5g551_theta_551000370,lower_usage_risk_control,risk_control_ablation,risk_control_ablation,,,True,1.25,1.25,1.25,0.75,0.75,1,0.88,0.95,1,1,0.85,0.4,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000371,repair5g551_theta_551000371,lower_usage_risk_control,risk_control_ablation,risk_control_ablation,,,True,1.25,1.25,1.25,0.75,0.75,1,0.94,0.95,1,1,0.9,0.45,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000372,repair5g551_theta_551000372,lower_usage_risk_control,risk_control_ablation,risk_control_ablation,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.95,0.5,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000373,repair5g551_theta_551000373,no_op_force_additive_parity,force_additive_parity_control,force_additive_parity_control,,,True,0,1,1,1,1,0,0,1,1,1,0,0,0.25,0.25,11,0,0,1,False,False,False,False,False
g551_registry_551000374,repair5g551_theta_551000374,no_op_static_flow_parity,no_op_static_parity_control,no_op_static_parity_control,,,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000257,repair5g551_theta_551000257,active_checkpoint_residual_00256,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000001,,True,1.25,1.475,1.25,0.75,0.75,1,0.854,0.95,1,1.164,1.054,0.3175,0.819,0.817053431729,9.17944194836,1,0,0,False,False,False,False,False
g551_registry_551000258,repair5g551_theta_551000258,active_checkpoint_residual_00257,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000002,,True,1.25,1.475,1.25,0.75,0.75,1,1.243,0.95,1,0.86,0.872,0.354,0.8945,0.811513143465,8.88812101617,1,0,0,False,False,False,False,False
g551_registry_551000259,repair5g551_theta_551000259,active_checkpoint_residual_00258,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000003,,True,1.25,1.45,1.25,0.75,0.75,1,0.812,0.95,1,0.851,1.14,0.427,0.791,0.694202711069,10.957330338,1,0,0,False,False,False,False,False
g551_registry_551000260,repair5g551_theta_551000260,active_checkpoint_residual_00259,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000004,,True,1.25,1.2,1.25,0.75,0.75,1,1.063,0.95,1,0.863,0.829,0.348,0.74,0.498656485946,11.894934999,1,0,0,False,False,False,False,False
g551_registry_551000261,repair5g551_theta_551000261,active_checkpoint_residual_00260,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000005,,True,1.25,1.5,1.25,0.75,0.75,1,0.925,0.95,1,0.724,0.986,0.3175,0.7345,0.601960981483,11.4561326685,1,0,0,False,False,False,False,False
g551_registry_551000262,repair5g551_theta_551000262,active_checkpoint_residual_00261,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000006,,True,1.25,1.425,1.25,0.75,0.75,1,0.847,0.95,1,1.076,0.935,0.4305,0.782,0.76397879206,9.74840474492,1,0,0,False,False,False,False,False
g551_registry_551000263,repair5g551_theta_551000263,active_checkpoint_residual_00262,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000007,,True,1.25,1.15,1.25,0.75,0.75,1,1.185,0.95,1,0.798,1.039,0.4675,0.9455,0.53727141388,9.45708381273,1,0,0,False,False,False,False,False
g551_registry_551000264,repair5g551_theta_551000264,active_checkpoint_residual_00263,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000008,,True,1.25,1.025,1.25,0.75,0.75,1,1.136,0.95,1,0.856,0.929,0.364,0.776,0.770742999333,9.22560241445,1,0,0,False,False,False,False,False
g551_registry_551000265,repair5g551_theta_551000265,active_checkpoint_residual_00264,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000009,,True,1.25,1.4875,1.25,0.75,0.75,1,0.615657335496,0.95,1,0.79,0.916336695637,0.3475,0.824,0.976,10.278,1,0,0,False,False,False,False,False
g551_registry_551000266,repair5g551_theta_551000266,active_checkpoint_residual_00265,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000010,,True,1.25,1.0625,1.25,0.75,0.75,1,0.42308414834,0.95,1,0.899,0.632880629101,0.3035,0.637,1,10.416,1,0,0,False,False,False,False,False
g551_registry_551000267,repair5g551_theta_551000267,active_checkpoint_residual_00266,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000011,,True,1.25,1.375,1.25,0.75,0.75,1,0.719906239377,0.95,1,1.049,0.691880629101,0.4175,0.8175,1,12,1,0,0,False,False,False,False,False
g551_registry_551000268,repair5g551_theta_551000268,active_checkpoint_residual_00267,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000013,,True,1.25,1.3875,1.25,0.75,0.75,1,1.017,0.95,1,0.9,1,0.35,0.787,0.755283287597,8.91412101617,1,0,0,False,False,False,False,False
g551_registry_551000269,repair5g551_theta_551000269,active_checkpoint_residual_00268,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000017,,True,1.25,1.475,1.25,0.75,0.75,1,0.452461888637,0.95,1,0.992,0.59608958789,0.3295,0.8075,0.954,10.195,1,0,0,False,False,False,False,False
g551_registry_551000270,repair5g551_theta_551000270,active_checkpoint_residual_00269,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000020,,True,1.25,1.5,1.25,0.75,0.75,1,0.573897470429,0.95,1,1.097,0.58701993496,0.2965,0.8075,0.944,11.965,1,0,0,False,False,False,False,False
g551_registry_551000271,repair5g551_theta_551000271,active_checkpoint_residual_00270,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000022,,True,1.25,1.25,1.25,0.75,0.75,1,1.079,0.95,1,0.924,1.013,0.389,0.764,0.804403010052,10.355414245,1,0,0,False,False,False,False,False
g551_registry_551000272,repair5g551_theta_551000272,active_checkpoint_residual_00271,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000023,,True,1.25,1.25,1.25,0.75,0.75,1,1.06,0.95,1,0.94,0.976,0.443,0.727,0.795052931894,9.55243302713,1,0,0,False,False,False,False,False
g551_registry_551000273,repair5g551_theta_551000273,active_checkpoint_residual_00272,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000024,,True,1.25,1.25,1.25,0.75,0.75,1,1.097,0.95,1,0.971,1.064,0.274,0.699,0.908277379445,10.1685838048,1,0,0,False,False,False,False,False
g551_registry_551000274,repair5g551_theta_551000274,active_checkpoint_residual_00273,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000025,,True,1.25,1.25,1.25,0.75,0.75,1,1.067,0.95,1,1.044,1.091,0.326,0.729,0.253256193488,9.00539382121,1,0,0,False,False,False,False,False
g551_registry_551000275,repair5g551_theta_551000275,active_checkpoint_residual_00274,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000026,,True,1.25,1.25,1.25,0.75,0.75,1,0.948,0.95,1,0.982,0.952,0.369,0.795,0.870527350945,11.4868568663,1,0,0,False,False,False,False,False
g551_registry_551000276,repair5g551_theta_551000276,active_checkpoint_residual_00275,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000027,,True,1.25,1.25,1.25,0.75,0.75,1,0.964,0.95,1,1.067,0.923,0.434,0.698,0.25,9.55757686285,1,0,0,False,False,False,False,False
g551_registry_551000277,repair5g551_theta_551000277,active_checkpoint_residual_00276,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000028,,True,1.25,1.4125,1.25,0.75,0.75,1,0.717,0.95,1,0.978,0.797,0.246,0.84,0.75794829434,11.5454351756,1,0,0,False,False,False,False,False
g551_registry_551000278,repair5g551_theta_551000278,active_checkpoint_residual_00277,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000031,,True,1.25,1.525,1.25,0.75,0.75,1,1.006,0.95,1,0.962,0.902,0.4525,0.8465,0.844208647927,8.042,1,0,0,False,False,False,False,False
g551_registry_551000279,repair5g551_theta_551000279,active_checkpoint_residual_00278,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000032,,True,1.25,1.025,1.25,0.75,0.75,1,1.123,0.95,1,0.814,1.289,0.353,0.691,0.627202711069,11.7747745329,1,0,0,False,False,False,False,False
g551_registry_551000280,repair5g551_theta_551000280,active_checkpoint_residual_00279,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000033,,True,1.25,1.3125,1.25,0.75,0.75,1,0.979,0.95,1,0.925,1.005,0.397,0.805,0.765972855201,11.1558117363,1,0,0,False,False,False,False,False
g551_registry_551000281,repair5g551_theta_551000281,active_checkpoint_residual_00280,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000034,,True,1.25,1.25,1.25,0.75,0.75,1,0.988,0.95,1,0.972,1.048,0.291,0.664,0.667204013402,10.1405523266,1,0,0,False,False,False,False,False
g551_registry_551000282,repair5g551_theta_551000282,active_checkpoint_residual_00281,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000035,,True,1.25,1.25,1.25,0.75,0.75,1,0.91,0.95,1,0.931,0.976,0.417,0.803,0.964801003351,10.6951380817,1,0,0,False,False,False,False,False
g551_registry_551000283,repair5g551_theta_551000283,active_checkpoint_residual_00282,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000036,,True,1.25,1.25,1.25,0.75,0.75,1,0.918,0.95,1,1.049,1.062,0.301,0.678,0.862602006701,10.5872761633,1,0,0,False,False,False,False,False
g551_registry_551000284,repair5g551_theta_551000284,active_checkpoint_residual_00283,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000037,,True,1.25,1.25,1.25,0.75,0.75,1,1.042,0.95,1,0.933,0.95,0.309,0.803,0.592824218352,9.44415730769,1,0,0,False,False,False,False,False
g551_registry_551000285,repair5g551_theta_551000285,active_checkpoint_residual_00284,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000038,,True,1.25,1.25,1.25,0.75,0.75,1,0.921,0.95,1,0.978,1.041,0.396,0.83,0.863522376955,10.2281874916,1,0,0,False,False,False,False,False
g551_registry_551000286,repair5g551_theta_551000286,active_checkpoint_residual_00285,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000039,,True,1.25,1.25,1.25,0.75,0.75,1,0.942,0.95,1,0.968,1.035,0.279,0.726,0.516294389411,11.8715920748,1,0,0,False,False,False,False,False
g551_registry_551000287,repair5g551_theta_551000287,active_checkpoint_residual_00286,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000040,,True,1.25,1.25,1.25,0.75,0.75,1,0.927,0.95,1,1.036,0.945,0.282,0.775,0.697270383459,11.9326001088,1,0,0,False,False,False,False,False
g551_registry_551000288,repair5g551_theta_551000288,active_checkpoint_residual_00287,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000043,,True,1.25,1.4375,1.25,0.75,0.75,1,0.967,0.95,1,1.143,0.789,0.417,0.598,0.836823575861,8.64580008399,1,0,0,False,False,False,False,False
g551_registry_551000289,repair5g551_theta_551000289,active_checkpoint_residual_00288,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000052,,True,1.25,1.25,1.25,0.75,0.75,1,0.973,0.95,1,0.982,0.979,0.324,0.832,0.601507206606,10.0490466093,1,0,0,False,False,False,False,False
g551_registry_551000290,repair5g551_theta_551000290,active_checkpoint_residual_00289,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000053,,True,1.25,1.25,1.25,0.75,0.75,1,0.988,0.95,1,0.944,0.957,0.379,0.655,0.868626801652,10.8450116523,1,0,0,False,False,False,False,False
g551_registry_551000291,repair5g551_theta_551000291,active_checkpoint_residual_00290,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000054,,True,1.25,1.25,1.25,0.75,0.75,1,1.022,0.95,1,1.095,0.918,0.37,0.656,0.777253603303,10.6400233046,1,0,0,False,False,False,False,False
g551_registry_551000292,repair5g551_theta_551000292,active_checkpoint_residual_00291,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000055,,True,1.25,1.25,1.25,0.75,0.75,1,0.936,0.95,1,0.905,1.047,0.329,0.7,0.649880404955,10.249034957,1,0,0,False,False,False,False,False
g551_registry_551000293,repair5g551_theta_551000293,active_checkpoint_residual_00292,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000056,,True,1.25,1.25,1.25,0.75,0.75,1,1.026,0.95,1,1.027,1.084,0.391,0.711,0.261877534245,11.6306165988,1,0,0,False,False,False,False,False
g551_registry_551000294,repair5g551_theta_551000294,active_checkpoint_residual_00293,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000057,,True,1.25,1.0875,1.25,0.75,0.75,1,0.542461888637,0.95,1,0.763,0.966646811327,0.442,0.8725,0.824,12,1,0,0,False,False,False,False,False
g551_registry_551000295,repair5g551_theta_551000295,active_checkpoint_residual_00294,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000059,,True,1.25,0.975,1.25,0.75,0.75,1,0.766532883555,0.95,1,1.109,0.6437794722,0.4005,0.9185,0.834,11.928,1,0,0,False,False,False,False,False
g551_registry_551000296,repair5g551_theta_551000296,active_checkpoint_residual_00295,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000065,,True,0,0.5,0.5,0,0,0,0,0.9,0.9,0.5,0.014,0.092,0.25,0.277,8,1,0,0,False,False,False,False,False
g551_registry_551000297,repair5g551_theta_551000297,active_checkpoint_residual_00296,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000079,,True,1.25,1.13431216672,1.25,0.75,0.75,1,0.985,0.95,1,0.911699831842,1.012,0.271,0.717,0.955,11.094,1,0,0,False,False,False,False,False
g551_registry_551000298,repair5g551_theta_551000298,active_checkpoint_residual_00297,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000080,,True,1.25,1.22107804168,1.25,0.75,0.75,1,0.924,0.95,1,1.05117495796,1.04,0.428,0.801,1,11.039,1,0,0,False,False,False,False,False
g551_registry_551000299,repair5g551_theta_551000299,active_checkpoint_residual_00298,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000081,,True,1.25,1.19215608336,1.25,0.75,0.75,1,0.914,0.95,1,0.959349915921,0.921,0.411,0.67,0.948,11.081,1,0,0,False,False,False,False,False
g551_registry_551000300,repair5g551_theta_551000300,active_checkpoint_residual_00299,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000082,,True,1.25,1.16323412504,1.25,0.75,0.75,1,1.098,0.95,1,0.933524873881,1.099,0.41,0.767,0.969,11.024,1,0,0,False,False,False,False,False
g551_registry_551000301,repair5g551_theta_551000301,active_checkpoint_residual_00300,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000083,,True,1.25,1.42825314349,1.25,0.75,0.75,1,1.078,0.95,1,0.736355643289,0.99,0.314,0.843,1,10.907,1,0,0,False,False,False,False,False
g551_registry_551000302,repair5g551_theta_551000302,active_checkpoint_residual_00301,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000084,,True,1.25,0.972530304939,1.25,0.75,0.75,1,1.01,0.95,1,0.556225865548,0.921,0.429,0.848,1,10.931,1,0,0,False,False,False,False,False
g551_registry_551000303,repair5g551_theta_551000303,active_checkpoint_residual_00302,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000085,,True,1.25,0.50001499997,1.25,0.75,0.75,1,0.984,0.95,1,0.587627650745,1.047,0.412,0.801,0.901,11.09,1,0,0,False,False,False,False,False
g551_registry_551000304,repair5g551_theta_551000304,active_checkpoint_residual_00303,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000086,,True,1.25,1.5407504185,1.25,0.75,0.75,1,1.044,0.95,1,0.816444561111,1.087,0.361,0.842,1,11.013,1,0,0,False,False,False,False,False
g551_registry_551000305,repair5g551_theta_551000305,active_checkpoint_residual_00304,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000087,,True,1.25,1.04443266113,1.25,0.75,0.75,1,1.082,0.95,1,0.878122057756,0.981,0.381,0.653,1,10.966,1,0,0,False,False,False,False,False
g551_registry_551000306,repair5g551_theta_551000306,active_checkpoint_residual_00305,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000088,,True,1.25,0.884763490042,1.25,0.75,0.75,1,0.871,0.95,1,1.15823979821,0.701,0.3505,0.6865,0.96,10.33,1,0,0,False,False,False,False,False
g551_registry_551000307,repair5g551_theta_551000307,active_checkpoint_residual_00306,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000089,,True,1.25,1.33848835673,1.25,0.75,0.75,1,0.915,0.95,1,0.705232867155,0.741,0.3645,0.5015,0.934,8.949,1,0,0,False,False,False,False,False
g551_registry_551000308,repair5g551_theta_551000308,active_checkpoint_residual_00307,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000090,,True,1.25,1.24774338339,1.25,0.75,0.75,1,0.816,0.95,1,1.15211581839,0.877,0.384,0.521,1,11.833,1,0,0,False,False,False,False,False
g551_registry_551000309,repair5g551_theta_551000309,active_checkpoint_residual_00308,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000091,,True,1.25,1.37251772173,1.25,0.75,0.75,1,1.24,0.95,1,1.10760480662,0.901,0.4675,0.656,0.784,9.862,1,0,0,False,False,False,False,False
g551_registry_551000310,repair5g551_theta_551000310,active_checkpoint_residual_00309,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000092,,True,1.25,1.3158021134,1.25,0.75,0.75,1,0.889,0.95,1,0.964502850339,1.276,0.3985,0.718,0.89,11.484,1,0,0,False,False,False,False,False
g551_registry_551000311,repair5g551_theta_551000311,active_checkpoint_residual_00310,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000093,,True,1.25,1.33848835673,1.25,0.75,0.75,1,1.146,0.95,1,0.894940860429,0.985,0.199,0.675,0.912,11.915,1,0,0,False,False,False,False,False
g551_registry_551000312,repair5g551_theta_551000312,active_checkpoint_residual_00311,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000094,,True,1.25,1.37251772173,1.25,0.75,0.75,1,1.115,0.95,1,0.944502850339,1.08,0.2395,0.605,1,9.546,1,0,0,False,False,False,False,False
g551_registry_551000313,repair5g551_theta_551000313,active_checkpoint_residual_00312,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000095,,True,1.25,0.97550846338,1.25,0.75,0.75,1,0.858,0.95,1,0.836356846976,0.845,0.353,0.6795,0.913,9.306,1,0,0,False,False,False,False,False
g551_registry_551000314,repair5g551_theta_551000314,active_checkpoint_residual_00313,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000096,,True,1.25,1.3838608434,1.25,0.75,0.75,1,0.858,0.95,1,1.09060480662,1.195,0.3465,0.817,1,12,1,0,0,False,False,False,False,False
g551_registry_551000315,repair5g551_theta_551000315,active_checkpoint_residual_00314,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000097,,True,1.25,0.952822220045,1.25,0.75,0.75,1,0.894,0.95,1,0.983210843613,0.89,0.399,0.578,0.964,11.574,1,0,0,False,False,False,False,False
g551_registry_551000316,repair5g551_theta_551000316,active_checkpoint_residual_00315,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000098,,True,1.25,0.952822220045,1.25,0.75,0.75,1,0.871,0.95,1,1.00933482343,0.913,0.314,0.8225,0.953,9.36,1,0,0,False,False,False,False,False
g551_registry_551000317,repair5g551_theta_551000317,active_checkpoint_residual_00316,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000099,,True,1.25,1.00953782838,1.25,0.75,0.75,1,0.835,0.95,1,0.764159865474,0.862,0.434,0.7855,0.99,11.914,1,0,0,False,False,False,False,False
g551_registry_551000318,repair5g551_theta_551000318,active_checkpoint_residual_00317,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000100,,True,1.25,0.986851585047,1.25,0.75,0.75,1,0.756,0.95,1,1.06353180494,1.013,0.2195,0.8595,0.742,11.92,1,0,0,False,False,False,False,False
g551_registry_551000319,repair5g551_theta_551000319,active_checkpoint_residual_00318,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000101,,True,1.25,1.04356719338,1.25,0.75,0.75,1,1.174,0.95,1,0.847137841931,1.289,0.35,0.882,1,12,1,0,0,False,False,False,False,False
g551_registry_551000320,repair5g551_theta_551000320,active_checkpoint_residual_00319,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000102,,True,1.25,1.06625343672,1.25,0.75,0.75,1,1.029,0.95,1,0.86006484025,1.031,0.367,0.762,0.967,8.834,1,0,0,False,False,False,False,False
g551_registry_551000321,repair5g551_theta_551000321,active_checkpoint_residual_00320,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000103,,True,1.25,1.20237089672,1.25,0.75,0.75,1,1.135,0.95,1,1.03904281671,1.039,0.2355,0.5695,0.972,9.263,1,0,0,False,False,False,False,False
g551_registry_551000322,repair5g551_theta_551000322,active_checkpoint_residual_00321,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000104,,True,1.25,1.3158021134,1.25,0.75,0.75,1,1.152,0.95,1,0.714159865474,0.911,0.4045,0.604,0.807,12,1,0,0,False,False,False,False,False
g551_registry_551000323,repair5g551_theta_551000323,active_checkpoint_residual_00322,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000105,,True,1.25,1.29311587006,1.25,0.75,0.75,1,1.058,0.95,1,0.912991838568,0.687,0.2205,0.8415,0.903,10.477,1,0,0,False,False,False,False,False
g551_registry_551000324,repair5g551_theta_551000324,active_checkpoint_residual_00323,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000106,,True,1.25,1.20237089672,1.25,0.75,0.75,1,1.25,0.95,1,0.798648853702,1.283,0.424,0.737,0.774,12,1,0,0,False,False,False,False,False
g551_registry_551000325,repair5g551_theta_551000325,active_checkpoint_residual_00324,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000107,,True,1.25,0.884763490042,1.25,0.75,0.75,1,1.138,0.95,1,0.95826182175,1.182,0.443,0.5385,0.956,11.36,1,0,0,False,False,False,False,False
g551_registry_551000326,repair5g551_theta_551000326,active_checkpoint_residual_00325,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000108,,True,1.25,0.998194706714,1.25,0.75,0.75,1,1.162,0.95,1,1.03196981503,1.08,0.238,0.7815,1,11.902,1,0,0,False,False,False,False,False
g551_registry_551000327,repair5g551_theta_551000327,active_checkpoint_residual_00326,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000109,,True,1.25,1.3158021134,1.25,0.75,0.75,1,1.09,0.95,1,1.18360480662,0.916,0.4415,0.695,0.915,8.487,1,0,0,False,False,False,False,False
g551_registry_551000328,repair5g551_theta_551000328,active_checkpoint_residual_00327,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000110,,True,1.25,1.19102777506,1.25,0.75,0.75,1,1.016,0.95,1,1.18109379485,1.233,0.4525,0.979,0.917,11.581,1,0,0,False,False,False,False,False
g551_registry_551000329,repair5g551_theta_551000329,active_checkpoint_residual_00328,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000111,,True,1.25,0.952822220045,1.25,0.75,0.75,1,1.14,0.95,1,0.830502850339,0.88,0.317,0.933,0.91,11.413,1,0,0,False,False,False,False,False
g551_registry_551000330,repair5g551_theta_551000330,active_checkpoint_residual_00329,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000112,,True,1.25,1.25,1.25,0.75,0.75,1,0.545777402962,0.95,1,1.089,0.779988430989,0.311,0.656,1,11.082,1,0,0,False,False,False,False,False
g551_registry_551000331,repair5g551_theta_551000331,active_checkpoint_residual_00330,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000113,,True,1.25,1.25,1.25,0.75,0.75,1,0.993444350741,0.95,1,1.088,0.984247107747,0.322,0.669,0.965,10.924,1,0,0,False,False,False,False,False
g551_registry_551000332,repair5g551_theta_551000332,active_checkpoint_residual_00331,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000114,,True,1.25,1.25,1.25,0.75,0.75,1,0.711888701481,0.95,1,1.044,0.863494215494,0.31,0.708,0.95,10.959,1,0,0,False,False,False,False,False
g551_registry_551000333,repair5g551_theta_551000333,active_checkpoint_residual_00332,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000115,,True,1.25,1.25,1.25,0.75,0.75,1,0.602333052222,0.95,1,1.062,0.904741323242,0.442,0.809,0.968,10.973,1,0,0,False,False,False,False,False
g551_registry_551000334,repair5g551_theta_551000334,active_checkpoint_residual_00333,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000116,,True,1.25,1.25,1.25,0.75,0.75,1,0.465535402929,0.95,1,0.917,0.826994264011,0.402,0.731,1,11.082,1,0,0,False,False,False,False,False
g551_registry_551000335,repair5g551_theta_551000335,active_checkpoint_residual_00334,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000117,,True,1.25,1.25,1.25,0.75,0.75,1,0.469456653087,0.95,1,0.911,0.397086633827,0.445,0.835,0.933,10.981,1,0,0,False,False,False,False,False
g551_registry_551000336,repair5g551_theta_551000336,active_checkpoint_residual_00335,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000118,,True,1.25,1.25,1.25,0.75,0.75,1,0.812837166326,0.95,1,1.031,0.435692716615,0.281,0.678,0.942,11.064,1,0,0,False,False,False,False,False
g551_registry_551000337,repair5g551_theta_551000337,active_checkpoint_residual_00336,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000119,,True,1.25,1.25,1.25,0.75,0.75,1,0.903787038426,0.95,1,1.086,0.0023109013782,0.402,0.771,1,11.072,1,0,0,False,False,False,False,False
g551_registry_551000338,repair5g551_theta_551000338,active_checkpoint_residual_00337,checkpoint_residual_expansion,checkpoint_residual_expansion,repair5g551_theta_551000120,,True,1.25,1.25,1.25,0.75,0.75,1,0.843927084146,0.95,1,1.068,1.29252795094,0.325,0.835,0.976,11.026,1,0,0,False,False,False,False,False
